Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
14619;19916;POINT (21.2395755 48.7453524);21.2395755;48.7453524;Turistick‡;30;Turistick‡ 30;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14620;19830;POINT (21.2427741 48.7440224);21.2427741;48.7440224;Atletick‡;5A;Atletick‡ 5A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14621;19816;POINT (21.2429838055945 48.7428447768941);21.2429838055945;48.7428447768941;Za ätadi—nom;9;Za ätadi—nom 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14622;19817;POINT (21.2426093177374 48.7427440949809);21.2426093177374;48.7427440949809;Za ätadi—nom;7;Za ätadi—nom 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14623;19818;POINT (21.2423949 48.7429171);21.2423949;48.7429171;Horolezeck‡;1;Horolezeck‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14624;19820;POINT (21.2422098 48.7433068);21.2422098;48.7433068;Horolezeck‡;8;Horolezeck‡ 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14625;19821;POINT (21.242146 48.7429512);21.242146;48.7429512;Horolezeck‡;2;Horolezeck‡ 2;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14626;19822;POINT (21.241931 48.743617);21.241931;48.743617;Atletick‡;14;Atletick‡ 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14627;5640;POINT (21.2439078 48.7291604);21.2439078;48.7291604;Pajorova;13;Pajorova 13;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;4.0
14628;19824;POINT (21.2434001 48.7433549);21.2434001;48.7433549;áportov‡;7;áportov‡ 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14629;5638;POINT (21.2550825 48.7218271);21.2550825;48.7218271;MŠsiarska;22A;MŠsiarska 22A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
14630;5636;POINT (21.2345595 48.7282763);21.2345595;48.7282763;Na Kalv‡rii;11;Na Kalv‡rii 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14631;19829;POINT (21.2429826 48.744399);21.2429826;48.744399;Kave‹ianska cesta;12;Kave‹ianska cesta 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14632;19831;POINT (21.2789936 48.7117665);21.2789936;48.7117665;Opatovsk‡ cesta;55;Opatovsk‡ cesta 55;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14633;19832;POINT (21.2790446 48.7116508);21.2790446;48.7116508;Opatovsk‡ cesta;57;Opatovsk‡ cesta 57;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14634;19833;POINT (21.2787492 48.7045687);21.2787492;48.7045687;JuìnŽ n‡breìie;17;JuìnŽ n‡breìie 17;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
14635;19834;POINT (21.241819 48.7447121);21.241819;48.7447121;Kave‹ianska cesta;14;Kave‹ianska cesta 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14636;19837;POINT (21.2411684 48.7444564);21.2411684;48.7444564;Turistick‡;11;Turistick‡ 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14637;19842;POINT (21.2408821 48.7435786);21.2408821;48.7435786;Turistick‡;12;Turistick‡ 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14638;19843;POINT (21.2409216 48.7433771);21.2409216;48.7433771;Turistick‡;10;Turistick‡ 10;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14639;19844;POINT (21.2409587 48.7432111);21.2409587;48.7432111;Turistick‡;8;Turistick‡ 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14640;19845;POINT (21.2408297 48.742719);21.2408297;48.742719;Turistick‡;2;Turistick‡ 2;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14641;19815;POINT (21.2430111 48.7432258);21.2430111;48.7432258;áportov‡;12;áportov‡ 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14642;19814;POINT (21.243299 48.7431763);21.243299;48.7431763;áportov‡;10;áportov‡ 10;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14643;19813;POINT (21.2435143117675 48.7426190692962);21.2435143117675;48.7426190692962;Za ätadi—nom;11;Za ätadi—nom 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14644;19812;POINT (21.2438135307309 48.7425859392508);21.2438135307309;48.7425859392508;Za ätadi—nom;12;Za ätadi—nom 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14645;5670;POINT (21.2537567 48.7194687);21.2537567;48.7194687;Alìbetina;51;Alìbetina 51;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;5.0
14646;5661;POINT (21.2594027 48.7217065);21.2594027;48.7217065;Kov‡‹ska;14A;Kov‡‹ska 14A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
14647;5652;POINT (21.2582163 48.7097654);21.2582163;48.7097654;Pasteurovo n‡mestie;8;Pasteurovo n‡mestie 8;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;5.0
14648;5651;POINT (21.2572105 48.7113112);21.2572105;48.7113112;Brezov‡;3;Brezov‡ 3;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;16.0
14649;5650;POINT (21.2632956 48.7305352);21.2632956;48.7305352;Lomen‡;30;Lomen‡ 30;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;14.0
14650;5649;POINT (21.2630636 48.7304775);21.2630636;48.7304775;Lomen‡;28;Lomen‡ 28;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;14.0
14651;5646;POINT (21.2628425 48.7304203);21.2628425;48.7304203;Lomen‡;26;Lomen‡ 26;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;14.0
14652;5645;POINT (21.2618575 48.7301736);21.2618575;48.7301736;Lomen‡;16;Lomen‡ 16;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;12.0
14653;5642;POINT (21.2616399 48.7301165);21.2616399;48.7301165;Lomen‡;14;Lomen‡ 14;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;12.0
14654;5641;POINT (21.2614075 48.7300636);21.2614075;48.7300636;Lomen‡;12;Lomen‡ 12;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;12.0
14655;19809;POINT (21.2444395 48.74322);21.2444395;48.74322;áportov‡;2;áportov‡ 2;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14656;19810;POINT (21.2442904 48.7432738);21.2442904;48.7432738;áportov‡;4;áportov‡ 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14657;19811;POINT (21.2438802 48.7431776);21.2438802;48.7431776;áportov‡;6;áportov‡ 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14658;19847;POINT (21.240258638677 48.7427122385284);21.240258638677;48.7427122385284;Za ätadi—nom;3;Za ätadi—nom 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14659;19848;POINT (21.2402112 48.7438607);21.2402112;48.7438607;Atletick‡;22;Atletick‡ 22;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14660;19849;POINT (21.239894096539 48.7425761346882);21.239894096539;48.7425761346882;Za ätadi—nom;2;Za ätadi—nom 2;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14661;19884;POINT (21.2338203 48.7481618);21.2338203;48.7481618;Pod vlekom;9;Pod vlekom 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14662;19887;POINT (21.2349455 48.7480008);21.2349455;48.7480008;‰erme¼sk‡ cesta;59;‰erme¼sk‡ cesta 59;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14663;19893;POINT (21.2371036 48.7453968);21.2371036;48.7453968;‰erme¼sk‡ cesta;31;‰erme¼sk‡ cesta 31;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14664;19896;POINT (21.23582425 48.74595569);21.23582425;48.74595569;‰erme¼sk‡ cesta;94;‰erme¼sk‡ cesta 94;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14665;5618;POINT (21.2547310992424 48.7229748997375);21.2547310992424;48.7229748997375;MŠsiarska;33;MŠsiarska 33;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
14666;19898;POINT (21.2361382 48.7456275);21.2361382;48.7456275;‰erme¼sk‡ cesta;86;‰erme¼sk‡ cesta 86;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14667;19899;POINT (21.2373308 48.7475419);21.2373308;48.7475419;Suchodolinsk‡;25;Suchodolinsk‡ 25;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14668;19900;POINT (21.23746 48.7472276);21.23746;48.7472276;Suchodolinsk‡;21;Suchodolinsk‡ 21;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14669;19901;POINT (21.2373916 48.7462769);21.2373916;48.7462769;Suchodolinsk‡;5;Suchodolinsk‡ 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14670;19902;POINT (21.2377013 48.7462083);21.2377013;48.7462083;Suchodolinsk‡;3;Suchodolinsk‡ 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14671;19903;POINT (21.2370579 48.7478961);21.2370579;48.7478961;Suchodolinsk‡;25B;Suchodolinsk‡ 25B;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14672;19904;POINT (21.2373815 48.7489478);21.2373815;48.7489478;Suchodolinsk‡;27B;Suchodolinsk‡ 27B;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14673;19905;POINT (21.2373675 48.7481734);21.2373675;48.7481734;Suchodolinsk‡;27;Suchodolinsk‡ 27;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14674;19906;POINT (21.2378723 48.7450744);21.2378723;48.7450744;Suchodolinsk‡;2;Suchodolinsk‡ 2;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;2.0
14675;19907;POINT (21.2381266 48.7454525);21.2381266;48.7454525;Suchodolinsk‡;4;Suchodolinsk‡ 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14676;19908;POINT (21.2373886 48.7449904);21.2373886;48.7449904;Suchodolinsk‡;2A;Suchodolinsk‡ 2A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14677;19910;POINT (21.2375429 48.7445995);21.2375429;48.7445995;‰erme¼sk‡ cesta;27;‰erme¼sk‡ cesta 27;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14678;19911;POINT (21.2386394 48.7445516);21.2386394;48.7445516;Atletick‡;45;Atletick‡ 45;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14679;19912;POINT (21.23943579 48.74595234);21.23943579;48.74595234;Kave‹ianska cesta;24;Kave‹ianska cesta 24;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14680;5617;POINT (21.2340157 48.7285698);21.2340157;48.7285698;Na Kalv‡rii;15;Na Kalv‡rii 15;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14681;19885;POINT (21.2327967 48.7486908);21.2327967;48.7486908;Pod vlekom;13;Pod vlekom 13;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14682;19883;POINT (21.2339992 48.7480486);21.2339992;48.7480486;Pod vlekom;8;Pod vlekom 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14683;19882;POINT (21.2342823 48.747765);21.2342823;48.747765;Pod vlekom;6;Pod vlekom 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14684;19851;POINT (21.238844 48.7429156);21.238844;48.7429156;‰erme¼sk‡ cesta;11;‰erme¼sk‡ cesta 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14685;19852;POINT (21.2386796 48.7430066);21.2386796;48.7430066;‰erme¼sk‡ cesta;13;‰erme¼sk‡ cesta 13;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14686;19853;POINT (21.2384509 48.7432412);21.2384509;48.7432412;‰erme¼sk‡ cesta;15;‰erme¼sk‡ cesta 15;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14687;19854;POINT (21.2391278 48.7433674);21.2391278;48.7433674;Leteck‡;1;Leteck‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14688;19855;POINT (21.2395716 48.743703);21.2395716;48.743703;Leteck‡;7;Leteck‡ 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14689;19857;POINT (21.2386895 48.7435795);21.2386895;48.7435795;‰erme¼sk‡ cesta;17;‰erme¼sk‡ cesta 17;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14690;19858;POINT (21.2386641 48.7440258);21.2386641;48.7440258;Atletick‡;32;Atletick‡ 32;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14691;19861;POINT (21.2377875 48.74393454);21.2377875;48.74393454;‰erme¼sk‡ cesta;23A;‰erme¼sk‡ cesta 23A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14692;19862;POINT (21.2333377 48.7423597);21.2333377;48.7423597;ë¼aby;14;ë¼aby 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14693;19863;POINT (21.2326317 48.7424567);21.2326317;48.7424567;ë¼aby;18;ë¼aby 18;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14694;19864;POINT (21.23615639 48.74281013);21.23615639;48.74281013;Vonkajä’ ‰ervenù breh;5;Vonkajä’ ‰ervenù breh 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14695;19866;POINT (21.23718008 48.74285954);21.23718008;48.74285954;Vonkajä’ ‰ervenù breh;3;Vonkajä’ ‰ervenù breh 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14696;19868;POINT (21.2378684 48.74304);21.2378684;48.74304;‰erme¼sk‡ cesta;60;‰erme¼sk‡ cesta 60;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14697;19870;POINT (21.237737 48.7441792);21.237737;48.7441792;‰erme¼sk‡ cesta;25;‰erme¼sk‡ cesta 25;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14698;19879;POINT (21.2359051 48.7453927);21.2359051;48.7453927;‰erme¼sk‡ cesta;80;‰erme¼sk‡ cesta 80;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14699;5854;POINT (21.2476123 48.7270601);21.2476123;48.7270601;‰eskoslovenskej arm‡dy;19;‰eskoslovenskej arm‡dy 19;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;11.0
14700;5856;POINT (21.2475032 48.7271673);21.2475032;48.7271673;Zimn‡;23;Zimn‡ 23;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;14.0
14701;5857;POINT (21.2473879 48.7273006);21.2473879;48.7273006;Zimn‡;21;Zimn‡ 21;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;14.0
14702;6127;POINT (21.24399982 48.72109946);21.24399982;48.72109946;Mur‡nska;8B;Mur‡nska 8B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14703;6136;POINT (21.2457283669354 48.7293032205421);21.2457283669354;48.7293032205421;Zimn‡;5;Zimn‡ 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;2.0
14704;6133;POINT (21.24396219 48.72140701);21.24396219;48.72140701;Mur‡nska;6A;Mur‡nska 6A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14705;6132;POINT (21.24387314 48.72139353);21.24387314;48.72139353;Mur‡nska;6B;Mur‡nska 6B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14706;6131;POINT (21.24377078 48.72138458);21.24377078;48.72138458;Mur‡nska;6C;Mur‡nska 6C;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14707;6128;POINT (21.24409164 48.72111446);21.24409164;48.72111446;Mur‡nska;8A;Mur‡nska 8A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14708;18893;POINT (21.24681989 48.73381908);21.24681989;48.73381908;Vysokoäkolsk‡;1;Vysokoäkolsk‡ 1;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;8.0
14709;6120;POINT (21.2437245 48.7220364);21.2437245;48.7220364;Mur‡nska;2A;Mur‡nska 2A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14710;6119;POINT (21.24362897 48.72201271);21.24362897;48.72201271;Mur‡nska;2B;Mur‡nska 2B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14711;6118;POINT (21.2468967 48.7273309);21.2468967;48.7273309;Zimn‡;24;Zimn‡ 24;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;7.0
14712;6115;POINT (21.2449001 48.7287619);21.2449001;48.7287619;Jarn‡;5;Jarn‡ 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;7.0
14713;6141;POINT (21.262623 48.7094255);21.262623;48.7094255;Oätepov‡;3;Oätepov‡ 3;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;6.0
14714;18837;POINT (21.2396499 48.7310323);21.2396499;48.7310323;Hroncova;15;Hroncova 15;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;19.0
14715;18789;POINT (21.24141765 48.73955132);21.24141765;48.73955132;Urb‡nkova;37;Urb‡nkova 37;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14716;18794;POINT (21.2406921 48.7407821);21.2406921;48.7407821;Poto‹n‡;25;Poto‹n‡ 25;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14717;18795;POINT (21.2412147 48.7410215);21.2412147;48.7410215;‰erme¼sk‡ cesta;42;‰erme¼sk‡ cesta 42;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14718;18797;POINT (21.2410749 48.7403352);21.2410749;48.7403352;Poto‹n‡;17;Poto‹n‡ 17;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14719;6157;POINT (21.24376038 48.72171033);21.24376038;48.72171033;Mur‡nska;4B;Mur‡nska 4B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14720;6156;POINT (21.24365179 48.72169647);21.24365179;48.72169647;Mur‡nska;4C;Mur‡nska 4C;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
14721;18801;POINT (21.2413454 48.7402048);21.2413454;48.7402048;Poto‹n‡;13;Poto‹n‡ 13;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14722;18803;POINT (21.2422162 48.7403049);21.2422162;48.7403049;‰erme¼sk‡ cesta;28;‰erme¼sk‡ cesta 28;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14723;18804;POINT (21.2421822 48.7400104);21.2421822;48.7400104;DobäinskŽho;4B;DobäinskŽho 4B;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14724;18805;POINT (21.2422592 48.7400515);21.2422592;48.7400515;DobäinskŽho;4A;DobäinskŽho 4A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14725;18806;POINT (21.2419996 48.7399164);21.2419996;48.7399164;DobäinskŽho;4;DobäinskŽho 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14726;18815;POINT (21.2437243 48.7393266);21.2437243;48.7393266;‰erme¼sk‡ cesta;12;‰erme¼sk‡ cesta 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14727;6144;POINT (21.262575 48.7095919);21.262575;48.7095919;Oätepov‡;4;Oätepov‡ 4;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;14.0
14728;18835;POINT (21.2393249 48.7315395);21.2393249;48.7315395;Hroncova;17;Hroncova 17;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;28.0
14729;6114;POINT (21.2465431 48.7301947);21.2465431;48.7301947;Letn‡;18;Letn‡ 18;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;2.0
14730;6057;POINT (21.2615852 48.7049713);21.2615852;48.7049713;Juìn‡ trieda;81;Juìn‡ trieda 81;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;15.0
14731;18976;POINT (21.26026 48.7143894);21.26026;48.7143894;Juìn‡ trieda;13;Juìn‡ trieda 13;Bytovù dom;Koäice-Juh;Juh;Skladn‡;111.0
14732;6065;POINT (21.2628584 48.710456);21.2628584;48.710456;Koäéova;4;Koäéova 4;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;14.0
14733;6063;POINT (21.2605218 48.7049496);21.2605218;48.7049496;Rastislavova;70;Rastislavova 70;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;51.0
14734;6061;POINT (21.261657 48.7046629);21.261657;48.7046629;Juìn‡ trieda;85;Juìn‡ trieda 85;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;15.0
14735;6060;POINT (21.2616147 48.704819);21.2616147;48.704819;Juìn‡ trieda;83;Juìn‡ trieda 83;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;15.0
14736;6055;POINT (21.2514636 48.7060511);21.2514636;48.7060511;Turgenevova;28;Turgenevova 28;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;25.0
14737;6054;POINT (21.2513779 48.7062292);21.2513779;48.7062292;Turgenevova;26;Turgenevova 26;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;12.0
14738;6053;POINT (21.2500839 48.70631);21.2500839;48.70631;Lomonosovova;22;Lomonosovova 22;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;26.0
14739;6052;POINT (21.2499826 48.7064363);21.2499826;48.7064363;Lomonosovova;20;Lomonosovova 20;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;26.0
14740;19027;POINT (21.250937 48.7348073);21.250937;48.7348073;TolstŽho;11;TolstŽho 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14741;19028;POINT (21.2507464 48.7350554);21.2507464;48.7350554;TolstŽho;15;TolstŽho 15;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;11.0
14742;6102;POINT (21.2643043 48.7088777);21.2643043;48.7088777;MudroËova;6;MudroËova 6;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;3.0
14743;6091;POINT (21.2466963 48.7217228);21.2466963;48.7217228;Dargovsk‡;3;Dargovsk‡ 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;84.0
14744;6089;POINT (21.2460816 48.7281046);21.2460816;48.7281046;Zimn‡;14;Zimn‡ 14;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;25.0
14745;6088;POINT (21.2459456 48.7282835);21.2459456;48.7282835;Zimn‡;12;Zimn‡ 12;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;25.0
14746;6086;POINT (21.2458056 48.7284438);21.2458056;48.7284438;Zimn‡;10;Zimn‡ 10;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;25.0
14747;6074;POINT (21.2436822 48.7117869);21.2436822;48.7117869;Ruìov‡;31;Ruìov‡ 31;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;33.0
14748;18950;POINT (21.2201619 48.7143032);21.2201619;48.7143032;Wuppert‡lska;4A;Wuppert‡lska 4A;Rodinnù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;1.0
14749;6163;POINT (21.2335939 48.7206879);21.2335939;48.7206879;Trieda SNP;16;Trieda SNP 16;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;27.0
14750;6164;POINT (21.2286581 48.7140999);21.2286581;48.7140999;Slobody;30;Slobody 30;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;18.0
14751;6238;POINT (21.2357301 48.7099806);21.2357301;48.7099806;Trieda SNP;84;Trieda SNP 84;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;11.0
14752;6237;POINT (21.2356629 48.7101574);21.2356629;48.7101574;Trieda SNP;82;Trieda SNP 82;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;11.0
14753;6236;POINT (21.2356073 48.7103156);21.2356073;48.7103156;Trieda SNP;80;Trieda SNP 80;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;11.0
14754;6235;POINT (21.2355543 48.7104809);21.2355543;48.7104809;Trieda SNP;78;Trieda SNP 78;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;20.0
14755;6234;POINT (21.2354867 48.7106333);21.2354867;48.7106333;Trieda SNP;76;Trieda SNP 76;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;20.0
14756;6233;POINT (21.2354313 48.7107961);21.2354313;48.7107961;Trieda SNP;74;Trieda SNP 74;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;20.0
14757;6232;POINT (21.24494019 48.71747949);21.24494019;48.71747949;Flori‡nska;30;Flori‡nska 30;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;2.0
14758;6165;POINT (21.2285572 48.7139448);21.2285572;48.7139448;Slobody;32;Slobody 32;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;18.0
14759;6230;POINT (21.2581986 48.731597);21.2581986;48.731597;Jakobyho;8;Jakobyho 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;28.0
14760;6229;POINT (21.2579558 48.7315833);21.2579558;48.7315833;Jakobyho;6;Jakobyho 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;28.0
14761;6227;POINT (21.257976 48.7336214);21.257976;48.7336214;Svornosti;25;Svornosti 25;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
14762;6226;POINT (21.2583755 48.734118);21.2583755;48.734118;Z‡borskŽho;14;Z‡borskŽho 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
